timestamp,service,host,severity,message,environment
2026-06-18 10:03:30,payment-api,prod-app-02,INFO,Redis recovered,production
2026-06-18 10:05:24,auth-service,prod-app-01,ERROR,Cache miss rate increased,production
2026-06-18 10:04:56,auth-service,prod-app-02,INFO,ImagePullBackOff,production
2026-06-18 10:09:30,auth-service,prod-app-02,WARN,Rollback initiated,production
2026-06-18 10:03:15,payment-api,prod-app-01,WARN,Deployment waiting,production
2026-06-18 10:05:20,order-service,prod-app-01,ERROR,Rollback initiated,production
2026-06-18 10:07:31,order-service,prod-app-02,WARN,Cache miss rate increased,production
2026-06-18 10:08:24,notification-service,prod-app-01,INFO,Deployment marked FAILED,production
2026-06-18 10:04:18,order-service,prod-app-01,WARN,Rollback initiated,production
2026-06-18 10:05:52,auth-service,prod-app-01,INFO,Retrying image pull,production
2026-06-18 10:08:15,inventory-service,prod-app-02,WARN,Rollback initiated,production
2026-06-18 10:05:22,order-service,prod-app-02,INFO,ImagePullBackOff,production
2026-06-18 10:07:50,payment-api,prod-app-01,ERROR,Rollback initiated,production
2026-06-18 10:04:00,notification-service,prod-app-01,INFO,Redis unavailable,production
2026-06-18 10:12:15,order-service,prod-app-02,INFO,Deployment marked FAILED,production
2026-06-18 10:11:40,notification-service,prod-app-01,ERROR,Redis unavailable,production
2026-06-18 10:12:45,notification-service,prod-app-03,ERROR,Deployment waiting,production
2026-06-18 10:06:56,inventory-service,prod-app-01,WARN,Restart policy activated,production
2026-06-18 10:13:15,inventory-service,prod-app-02,WARN,Redis unavailable,production
2026-06-18 10:10:48,notification-service,prod-app-03,INFO,Database connection refused,production
2026-06-18 10:11:55,inventory-service,prod-app-01,WARN,Redis unavailable,production
2026-06-18 10:09:20,inventory-service,prod-app-01,WARN,Redis recovered,production
2026-06-18 10:13:18,notification-service,prod-app-01,ERROR,Service recovered,production
2026-06-18 10:14:30,payment-api,prod-app-01,WARN,Pod restarted,production
2026-06-18 10:12:47,order-service,prod-app-02,WARN,Deployment marked FAILED,production
2026-06-18 10:10:00,order-service,prod-app-03,ERROR,Switching to database reads,production
2026-06-18 10:09:09,payment-api,prod-app-01,ERROR,Retrying image pull,production
2026-06-18 10:05:10,payment-api,prod-app-02,INFO,Container terminated,production
2026-06-18 10:12:36,notification-service,prod-app-03,WARN,Redis recovered,production
2026-06-18 10:06:24,payment-api,prod-app-03,INFO,Deployment marked FAILED,production
2026-06-18 10:10:50,notification-service,prod-app-03,INFO,Rollback initiated,production
2026-06-18 10:05:30,inventory-service,prod-app-02,INFO,Switching to database reads,production
2026-06-18 10:16:45,order-service,prod-app-03,INFO,Switching to database reads,production
2026-06-18 10:15:52,order-service,prod-app-01,INFO,Registry authentication failed,production
2026-06-18 10:05:45,order-service,prod-app-03,WARN,Retrying image pull,production
2026-06-18 10:10:30,order-service,prod-app-03,INFO,Latency increased,production
2026-06-18 10:14:12,order-service,prod-app-01,WARN,Migration failed due to timeout,production
2026-06-18 10:09:36,order-service,prod-app-01,ERROR,OOMKilled,production
2026-06-18 10:12:10,inventory-service,prod-app-01,WARN,Deployment waiting,production
2026-06-18 10:18:30,notification-service,prod-app-02,INFO,ImagePullBackOff,production
2026-06-18 10:08:45,notification-service,prod-app-02,INFO,Pod restarted,production
2026-06-18 10:12:40,inventory-service,prod-app-02,ERROR,Deployment failed,production
2026-06-18 10:14:07,notification-service,prod-app-01,WARN,Database connection refused,production
2026-06-18 10:06:30,notification-service,prod-app-03,ERROR,Registry authentication failed,production
2026-06-18 10:14:29,payment-api,prod-app-03,WARN,Service recovered,production
2026-06-18 10:20:00,payment-api,prod-app-03,WARN,Service recovered,production
2026-06-18 10:20:15,auth-service,prod-app-02,WARN,Container terminated,production
2026-06-18 10:10:56,auth-service,prod-app-03,WARN,Cache miss rate increased,production
2026-06-18 10:15:13,notification-service,prod-app-01,WARN,Container terminated,production
2026-06-18 10:15:24,notification-service,prod-app-03,ERROR,Switching to database reads,production
2026-06-18 10:17:00,auth-service,prod-app-03,INFO,Deployment failed,production
2026-06-18 10:10:02,payment-api,prod-app-02,ERROR,Deployment failed,production
2026-06-18 10:08:42,order-service,prod-app-03,WARN,OOMKilled,production
2026-06-18 10:10:16,payment-api,prod-app-01,INFO,Latency increased,production
2026-06-18 10:17:48,auth-service,prod-app-03,ERROR,Connection timeout,production
2026-06-18 10:18:00,auth-service,prod-app-01,INFO,ImagePullBackOff,production
2026-06-18 10:16:41,order-service,prod-app-01,ERROR,Deployment marked FAILED,production
2026-06-18 10:07:40,notification-service,prod-app-01,INFO,Retrying image pull,production
2026-06-18 10:18:36,notification-service,prod-app-03,ERROR,Switching to database reads,production
2026-06-18 10:21:56,notification-service,prod-app-02,ERROR,Retrying image pull,production
2026-06-18 10:19:00,auth-service,prod-app-02,INFO,Switching to database reads,production
2026-06-18 10:24:00,order-service,prod-app-02,WARN,ImagePullBackOff,production
2026-06-18 10:12:56,inventory-service,prod-app-02,WARN,Service recovered,production
2026-06-18 10:11:26,order-service,prod-app-01,WARN,Connection timeout,production
2026-06-18 10:09:54,auth-service,prod-app-02,WARN,Redis recovered,production
2026-06-18 10:18:20,payment-api,prod-app-01,WARN,Retrying image pull,production
2026-06-18 10:23:34,auth-service,prod-app-02,INFO,Migration failed due to timeout,production
2026-06-18 10:18:42,auth-service,prod-app-03,ERROR,Service recovered,production
2026-06-18 10:20:36,order-service,prod-app-02,WARN,Latency increased,production
2026-06-18 10:19:04,inventory-service,prod-app-03,ERROR,Rollback initiated,production
2026-06-18 10:21:00,order-service,prod-app-03,ERROR,Redis unavailable,production
2026-06-18 10:24:44,notification-service,prod-app-03,INFO,ImagePullBackOff,production
2026-06-18 10:12:29,auth-service,prod-app-01,INFO,Deployment waiting,production
2026-06-18 10:18:00,order-service,prod-app-02,WARN,Deployment waiting,production
2026-06-18 10:16:21,auth-service,prod-app-02,INFO,Retrying image pull,production
2026-06-18 10:23:50,payment-api,prod-app-02,INFO,Database connection refused,production
2026-06-18 10:09:15,order-service,prod-app-01,INFO,Deployment marked FAILED,production
2026-06-18 10:14:56,order-service,prod-app-02,ERROR,Redis unavailable,production
2026-06-18 10:22:36,inventory-service,prod-app-02,INFO,Redis recovered,production
2026-06-18 10:13:18,inventory-service,prod-app-01,ERROR,Database connection refused,production
2026-06-18 10:26:50,auth-service,prod-app-02,ERROR,OOMKilled,production
2026-06-18 10:27:04,order-service,prod-app-01,ERROR,Migration failed due to timeout,production
2026-06-18 10:27:18,payment-api,prod-app-02,ERROR,Rollback initiated,production
2026-06-18 10:11:48,notification-service,prod-app-03,WARN,Pod restarted,production
2026-06-18 10:23:48,payment-api,prod-app-02,WARN,Retrying image pull,production
2026-06-18 10:22:00,order-service,prod-app-03,ERROR,Switching to database reads,production
2026-06-18 10:24:12,auth-service,prod-app-03,ERROR,Deployment waiting,production
2026-06-18 10:16:16,payment-api,prod-app-02,WARN,OOMKilled,production
2026-06-18 10:28:42,notification-service,prod-app-03,WARN,Deployment waiting,production
2026-06-18 10:24:48,inventory-service,prod-app-01,WARN,Connection timeout,production
2026-06-18 10:18:45,inventory-service,prod-app-02,ERROR,Container terminated,production
2026-06-18 10:27:18,order-service,prod-app-01,INFO,Rollback initiated,production
2026-06-18 10:27:31,order-service,prod-app-03,WARN,Retrying image pull,production
2026-06-18 10:10:40,payment-api,prod-app-02,INFO,Retrying image pull,production
2026-06-18 10:19:21,notification-service,prod-app-02,WARN,Redis recovered,production
2026-06-18 10:23:50,notification-service,prod-app-02,WARN,Restart policy activated,production
2026-06-18 10:19:39,inventory-service,prod-app-01,INFO,OOMKilled,production
2026-06-18 10:13:12,notification-service,prod-app-03,INFO,OOMKilled,production
2026-06-18 10:26:36,inventory-service,prod-app-03,ERROR,Redis recovered,production
2026-06-18 10:13:24,order-service,prod-app-02,INFO,Container terminated,production
2026-06-18 10:20:15,payment-api,prod-app-03,ERROR,Cache miss rate increased,production
2026-06-18 10:11:20,payment-api,prod-app-03,WARN,OOMKilled,production
2026-06-18 10:13:42,payment-api,prod-app-03,WARN,Retrying image pull,production
2026-06-18 10:27:36,inventory-service,prod-app-01,INFO,Deployment waiting,production
2026-06-18 10:13:54,payment-api,prod-app-02,WARN,ImagePullBackOff,production
2026-06-18 10:16:20,order-service,prod-app-03,WARN,Database connection refused,production
2026-06-18 10:14:06,notification-service,prod-app-02,ERROR,Redis recovered,production
2026-06-18 10:30:46,auth-service,prod-app-02,WARN,Switching to database reads,production
2026-06-18 10:21:27,notification-service,prod-app-03,INFO,Deployment failed,production
2026-06-18 10:19:12,order-service,prod-app-02,ERROR,Database connection refused,production
2026-06-18 10:19:20,order-service,prod-app-03,INFO,Cache miss rate increased,production
2026-06-18 10:26:46,auth-service,prod-app-03,ERROR,Rollback initiated,production
2026-06-18 10:12:15,order-service,prod-app-02,ERROR,Container terminated,production
2026-06-18 10:14:48,order-service,prod-app-02,ERROR,Deployment failed,production
2026-06-18 10:27:19,payment-api,prod-app-03,INFO,Cache miss rate increased,production
2026-06-18 10:17:30,payment-api,prod-app-01,INFO,Container terminated,production
2026-06-18 10:30:12,payment-api,prod-app-02,ERROR,Container terminated,production
2026-06-18 10:22:48,notification-service,prod-app-03,WARN,Retrying image pull,production
2026-06-18 10:35:42,payment-api,prod-app-02,ERROR,Migration failed due to timeout,production
2026-06-18 10:12:50,payment-api,prod-app-01,ERROR,Service recovered,production
2026-06-18 10:38:45,inventory-service,prod-app-03,INFO,Connection timeout,production
2026-06-18 10:33:48,auth-service,prod-app-02,INFO,Deployment failed,production
2026-06-18 10:39:15,auth-service,prod-app-01,WARN,Deployment waiting,production
2026-06-18 10:26:20,inventory-service,prod-app-03,INFO,Registry authentication failed,production
2026-06-18 10:29:09,auth-service,prod-app-02,ERROR,Restart policy activated,production
2026-06-18 10:32:00,payment-api,prod-app-02,WARN,Migration failed due to timeout,production
2026-06-18 10:29:31,notification-service,prod-app-01,ERROR,Deployment marked FAILED,production
2026-06-18 10:29:42,payment-api,prod-app-01,ERROR,Deployment waiting,production
2026-06-18 10:40:45,auth-service,prod-app-01,INFO,Deployment waiting,production
2026-06-18 10:24:36,auth-service,prod-app-03,WARN,Redis unavailable,production
2026-06-18 10:41:15,notification-service,prod-app-01,ERROR,Connection timeout,production
2026-06-18 10:35:58,payment-api,prod-app-03,WARN,Pod restarted,production
2026-06-18 10:16:42,auth-service,prod-app-01,ERROR,Cache miss rate increased,production
2026-06-18 10:25:12,notification-service,prod-app-03,WARN,Retrying image pull,production
2026-06-18 10:33:48,order-service,prod-app-02,ERROR,Registry authentication failed,production
2026-06-18 10:22:40,notification-service,prod-app-03,ERROR,Registry authentication failed,production
2026-06-18 10:25:39,auth-service,prod-app-02,ERROR,Migration failed due to timeout,production
2026-06-18 10:25:48,inventory-service,prod-app-03,ERROR,Rollback initiated,production
2026-06-18 10:34:36,notification-service,prod-app-02,WARN,Switching to database reads,production
2026-06-18 10:34:48,inventory-service,prod-app-01,ERROR,Registry authentication failed,production
2026-06-18 10:23:20,auth-service,prod-app-01,WARN,Retrying image pull,production
2026-06-18 10:32:16,order-service,prod-app-02,INFO,Registry authentication failed,production
2026-06-18 10:17:42,auth-service,prod-app-01,ERROR,Restart policy activated,production
2026-06-18 10:20:46,auth-service,prod-app-03,INFO,Database connection refused,production
2026-06-18 10:26:51,inventory-service,prod-app-03,ERROR,Retrying image pull,production
2026-06-18 10:30:00,notification-service,prod-app-02,WARN,Rollback initiated,production
2026-06-18 10:42:14,payment-api,prod-app-01,ERROR,Migration failed due to timeout,production
2026-06-18 10:18:12,auth-service,prod-app-01,ERROR,Redis unavailable,production
2026-06-18 10:21:21,inventory-service,prod-app-01,INFO,Deployment waiting,production
2026-06-18 10:27:36,inventory-service,prod-app-02,WARN,Connection timeout,production
2026-06-18 10:40:05,auth-service,prod-app-03,ERROR,Cache miss rate increased,production
2026-06-18 10:21:42,payment-api,prod-app-03,WARN,Redis recovered,production
2026-06-18 10:37:24,notification-service,prod-app-01,INFO,Latency increased,production
2026-06-18 10:37:36,inventory-service,prod-app-03,INFO,Restart policy activated,production
2026-06-18 10:47:15,notification-service,prod-app-01,INFO,Restart policy activated,production
2026-06-18 10:44:20,inventory-service,prod-app-03,WARN,Container terminated,production
2026-06-18 10:28:39,order-service,prod-app-02,WARN,ImagePullBackOff,production
2026-06-18 10:35:12,notification-service,prod-app-02,ERROR,Switching to database reads,production
2026-06-18 10:16:05,auth-service,prod-app-02,INFO,Service recovered,production
2026-06-18 10:45:16,auth-service,prod-app-02,INFO,Deployment marked FAILED,production
2026-06-18 10:26:00,order-service,prod-app-03,WARN,OOMKilled,production
2026-06-18 10:49:00,payment-api,prod-app-02,WARN,Database connection refused,production
2026-06-18 10:22:59,payment-api,prod-app-02,WARN,Restart policy activated,production
2026-06-18 10:26:24,order-service,prod-app-03,WARN,Redis recovered,production
2026-06-18 10:23:13,inventory-service,prod-app-02,WARN,Container terminated,production
